"advert_id","reporting_label","theme","is_default","active","start_date","end_date","advert_name","subheadline","subheadline_report","slide_class_1","product_name_1","click_url_1","sticker_image_1","product_image_1","product_description_1","price_offer_1","price_new_1","price_old_1","price_unit_1","product_date_1","slide_class_2","product_name_2","click_url_2","sticker_image_2","product_image_2","product_description_2","price_offer_2","price_new_2","price_old_2","price_unit_2","product_date_2","slide_class_3","click_url_3","cta_1","brand_image_1","brand_image_2"
"SZEKSZÁRD Lajvér Aura Rosé_AZON MELEGÉBEN Sajtos stangli","KW34_akcios_kinalat_nagy_32.jpg_KW34_akcios_kinalat_nagy_31.jpg_product","KW3","false","true","2021-08-26","2021-08-28","product","Érvényes: <b>08.26.</b> csütörtöktől <b>08.28.</b> szombatig.","csütörtöktől - szombatig","slide_1","Lajvér Aura Rosé","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/szekszard-lajvr-aura-ros-1/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_32.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_32.jpg","1 332 Ft/l","-200Ft","999","1199Ft","Ft/üveg","2021.08.26"," slide_2_stop","Sajtos stangli","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/azon-melegben-sajtos-stangli-3/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_31.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_31.jpg","987,50 Ft/kg","-36<span style='font-size:14px'>%</span>","79","125Ft","Ft/darab","2021.08.26"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"AZON MELEGÉBEN Sajtos stangli_RAVINI Hugo Classic","KW34_akcios_kinalat_nagy_31.jpg_KW34_akcios_kinalat_nagy_33.jpg_product","KW3","false","true","2021-08-26","2021-08-28","product","Érvényes: <b>08.26.</b> csütörtöktől <b>08.28.</b> szombatig.","csütörtöktől - szombatig","slide_1","Sajtos stangli","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/azon-melegben-sajtos-stangli-3/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_31.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_31.jpg","987,50 Ft/kg","-36<span style='font-size:14px'>%</span>","79","125Ft","Ft/darab","2021.08.26"," slide_2_stop","Hugo Classic","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/ravinihugo-classic-1/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_33.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_33.jpg","665,33 Ft/l","-200Ft","499","699Ft","Ft/üveg","2021.08.26"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"RAVINI Hugo Classic_WILDBRUNNER Jagdbitter keserűlikőr","KW34_akcios_kinalat_nagy_33.jpg_KW34_akcios_kinalat_nagy_34.jpg_product","KW3","false","true","2021-08-26","2021-08-28","product","Érvényes: <b>08.26.</b> csütörtöktől <b>08.28.</b> szombatig.","csütörtöktől - szombatig","slide_1","Hugo Classic","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/ravinihugo-classic-1/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_33.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_33.jpg","665,33 Ft/l","-200Ft","499","699Ft","Ft/üveg","2021.08.26"," slide_2_stop","Jagdbitter keserűlikőr","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/wildbrunner-jagdbitter-keserulikor-17/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_34.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_34.jpg","3 141,43 Ft/l","-600Ft","2199","2799Ft","Ft/üveg","2021.08.26"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"WILDBRUNNER Jagdbitter keserűlikőr_SHAH Macskaalom","KW34_akcios_kinalat_nagy_34.jpg_KW34_akcios_kinalat_nagy_35.jpg_product","KW3","false","true","2021-08-26","2021-08-28","product","Érvényes: <b>08.26.</b> csütörtöktől <b>08.28.</b> szombatig.","csütörtöktől - szombatig","slide_1","Jagdbitter keserűlikőr","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/wildbrunner-jagdbitter-keserulikor-17/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_34.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_34.jpg","3 141,43 Ft/l","-600Ft","2199","2799Ft","Ft/üveg","2021.08.26"," slide_2_stop","Macskaalom","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/shah-macskaalom-22/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_35.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_35.jpg","79,90 Ft/l","-100Ft","799","899Ft","Ft/csomag","2021.08.26"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"SHAH Macskaalom_WILDBRUNNER Jagdbitter keserűlikőr","KW34_akcios_kinalat_nagy_35.jpg_KW34_akcios_kinalat_nagy_34.jpg_product","KW3","false","true","2021-08-26","2021-08-28","product","Érvényes: <b>08.26.</b> csütörtöktől <b>08.28.</b> szombatig.","csütörtöktől - szombatig","slide_1","Macskaalom","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/shah-macskaalom-22/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_35.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_35.jpg","79,90 Ft/l","-100Ft","799","899Ft","Ft/csomag","2021.08.26"," slide_2_stop","Jagdbitter keserűlikőr","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/wildbrunner-jagdbitter-keserulikor-17/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_34.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_34.jpg","3 141,43 Ft/l","-600Ft","2199","2799Ft","Ft/üveg","2021.08.26"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"ROYAL BEEF Marhasteak_Kockázott bacon","KW34_akcios_kinalat_nagy_36.jpg_KW34_akcios_kinalat_nagy_37.jpg_product","KW3","false","true","2021-08-29","2021-09-01","product","Érvényes: <b>08.29.</b> vasárnaptól <b>09.01.</b> szerdáig.","vasárnaptól - szerdáig","slide_1","Marhasteak","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/royal-beefmarhasteak/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_36.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_36.jpg","5 490 Ft/kg","-21<span style='font-size:14px'>%</span>","5490","6990Ft","Ft/kg","2021.08.29"," slide_2_stop","Kockázott bacon","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/kockazott-bacon-40/","DRM_Asset:Aldi/1x1.png","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_37.jpg","1 198 Ft/kg","-29<span style='font-size:14px'>%</span>","599","849Ft","Ft/csomag","2021.08.29"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"Kockázott bacon_Sertéspárizsi","KW34_akcios_kinalat_nagy_37.jpg_KW34_akcios_kinalat_nagy_38.jpg_product","KW3","false","true","2021-08-29","2021-09-01","product","Érvényes: <b>08.29.</b> vasárnaptól <b>09.01.</b> szerdáig.","vasárnaptól - szerdáig","slide_1","Kockázott bacon","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/kockazott-bacon-40/","DRM_Asset:Aldi/1x1.png","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_37.jpg","1 198 Ft/kg","-29<span style='font-size:14px'>%</span>","599","849Ft","Ft/csomag","2021.08.29"," slide_2_stop","Sertéspárizsi","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/sertsparizsi-29/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_38.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_38.jpg","1 126,67 Ft/kg","-29<span style='font-size:14px'>%</span>","169","239Ft","Ft/csomag","2021.08.29"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"Sertéspárizsi_GOLDEN SEAFOOD Garnélarák","KW34_akcios_kinalat_nagy_38.jpg_KW34_akcios_kinalat_nagy_39.jpg_product","KW3","false","true","2021-08-29","2021-09-01","product","Érvényes: <b>08.29.</b> vasárnaptól <b>09.01.</b> szerdáig.","vasárnaptól - szerdáig","slide_1","Sertéspárizsi","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/sertsparizsi-29/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_38.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_38.jpg","1 126,67 Ft/kg","-29<span style='font-size:14px'>%</span>","169","239Ft","Ft/csomag","2021.08.29"," slide_2_stop","Garnélarák","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/golden-seafoodgarnlarak-1/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_39.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_39.jpg","5 196 / 5 773,33 Ft/kg","-200Ft","1299","1499Ft","Ft/csomag","2021.08.29"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"GOLDEN SEAFOOD Garnélarák_MEDVE Cikkelyes ömlesztett sajt","KW34_akcios_kinalat_nagy_39.jpg_KW34_akcios_kinalat_nagy_40.jpg_product","KW3","false","true","2021-08-29","2021-09-01","product","Érvényes: <b>08.29.</b> vasárnaptól <b>09.01.</b> szerdáig.","vasárnaptól - szerdáig","slide_1","Garnélarák","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/golden-seafoodgarnlarak-1/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_39.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_39.jpg","5 196 / 5 773,33 Ft/kg","-200Ft","1299","1499Ft","Ft/csomag","2021.08.29"," slide_2_stop","Cikkelyes ömlesztett sajt","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/medvecikkelyes-oemlesztett-sajt-13/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_40.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_40.jpg","2 135,71 Ft/kg","-23<span style='font-size:14px'>%</span>","299","389Ft","Ft/doboz","2021.08.29"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"MEDVE Cikkelyes ömlesztett sajt_Karaván sajt","KW34_akcios_kinalat_nagy_40.jpg_KW34_akcios_kinalat_nagy_41.jpg_product","KW3","false","true","2021-08-29","2021-09-01","product","Érvényes: <b>08.29.</b> vasárnaptól <b>09.01.</b> szerdáig.","vasárnaptól - szerdáig","slide_1","Cikkelyes ömlesztett sajt","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/medvecikkelyes-oemlesztett-sajt-13/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_40.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_40.jpg","2 135,71 Ft/kg","-23<span style='font-size:14px'>%</span>","299","389Ft","Ft/doboz","2021.08.29"," slide_2_stop","Karaván sajt","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/karavan-sajt-21/","DRM_Asset:Aldi/1x1.png","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_41.jpg","2 775 Ft/kg","-33<span style='font-size:14px'>%</span>","555","829Ft","Ft/darab","2021.08.29"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"Karaván sajt_CUCINA NOBILE Rizottórizs","KW34_akcios_kinalat_nagy_41.jpg_KW34_akcios_kinalat_nagy_42.jpg_product","KW3","false","true","2021-08-29","2021-09-01","product","Érvényes: <b>08.29.</b> vasárnaptól <b>09.01.</b> szerdáig.","vasárnaptól - szerdáig","slide_1","Karaván sajt","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/karavan-sajt-21/","DRM_Asset:Aldi/1x1.png","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_41.jpg","2 775 Ft/kg","-33<span style='font-size:14px'>%</span>","555","829Ft","Ft/darab","2021.08.29"," slide_2_stop","Rizottórizs","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/cucina-nobilerizottorizs/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_42.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_42.jpg","499 Ft/kg","-100Ft","499","599Ft","Ft/csomag","2021.08.29"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
